id,first_name,last_name,email,birth_date,country,gpa,major
956,Hershel,Heathcoat,hheathcoatqj@msu.edu,9/26/1961,Bangladesh,2.0,4
957,Alfie,Camin,acaminqk@hexun.com,8/8/1995,Indonesia,2.75,12
958,Natalie,Bennell,nbennellql@wunderground.com,8/12/1938,China,3.39,10
959,Pauly,Saltsberg,psaltsbergqm@ucoz.com,3/25/1963,Cuba,3.36,11
960,Aurilia,Habishaw,ahabishawqn@arstechnica.com,12/30/1987,Indonesia,3.24,4
961,Adey,Goatman,agoatmanqo@squidoo.com,10/18/1929,Bosnia and Herzegovina,3.98,12
962,Broderic,Jellico,bjellicoqp@privacy.gov.au,5/22/1962,Colombia,3.49,10
963,Jorry,Callis,jcallisqq@prweb.com,12/6/1930,Indonesia,2.41,6
964,Petrina,Livingston,plivingstonqr@joomla.org,8/20/1984,China,3.36,3
965,Jozef,Measom,jmeasomqs@imageshack.us,11/3/1984,Indonesia,3.6,6
966,Chaddie,Madgewick,cmadgewickqt@spotify.com,6/21/1931,Czech Republic,2.98,9
967,Melly,Izakovitz,mizakovitzqu@t-online.de,9/7/1982,Thailand,2.71,9
968,Patty,Whisson,pwhissonqv@discovery.com,1/26/1957,China,1.7,3
969,Conrade,Hurich,churichqw@themeforest.net,7/13/1936,Argentina,3.98,9
970,Meris,Featherstonhaugh,mfeatherstonhaughqx@i2i.jp,12/22/1999,Honduras,2.48,10
971,Ronica,Shrubshall,rshrubshallqy@reverbnation.com,9/21/1995,Indonesia,1.6,3
972,Deerdre,Vanelli,dvanelliqz@intel.com,6/20/1989,Ukraine,3.85,2
973,Barri,Hyde-Chambers,bhydechambersr0@baidu.com,2/7/1998,China,3.78,12
974,Felipe,Lodden,floddenr1@theglobeandmail.com,1/7/1982,United Kingdom,3.07,9
975,Andria,Matches,amatchesr2@boston.com,2/1/1961,South Sudan,2.69,8
976,Jens,Duddin,jduddinr3@oaic.gov.au,6/4/1946,China,2.36,1
977,Cosette,Gorick,cgorickr4@aol.com,9/12/1985,Indonesia,2.34,8
978,Pauly,Osburn,posburnr5@sitemeter.com,7/5/1979,Russia,2.89,9
979,Joey,Blasing,jblasingr6@chron.com,10/11/1946,Sweden,1.9,2
980,Alayne,Harpham,aharphamr7@dagondesign.com,1/2/1976,China,3.11,10
981,Rey,Crook,rcrookr8@list-manage.com,4/20/1967,Russia,3.8,2
982,Ardine,Cockayme,acockaymer9@msu.edu,4/3/1932,China,3.65,8
983,Uta,Ogelsby,uogelsbyra@bigcartel.com,5/19/1967,Serbia,1.57,2
984,Cristionna,Chomicz,cchomiczrb@marriott.com,10/15/1924,China,3.24,3
985,Pavla,Daggett,pdaggettrc@shareasale.com,1/15/1922,China,3.4,2
986,Jonathan,Arp,jarprd@nih.gov,2/27/1957,Czech Republic,3.04,4
987,Quinlan,Gyrgorwicx,qgyrgorwicxre@pinterest.com,7/6/1976,Venezuela,3.83,1
988,Bibbye,Paulo,bpaulorf@last.fm,7/20/1930,Palestinian Territory,2.37,7
989,Alvina,Taveriner,ataverinerrg@mashable.com,8/8/1988,France,3.76,11
990,Natalina,Bichard,nbichardrh@opensource.org,10/30/1963,Slovenia,3.82,11
991,Lazare,Stannering,lstanneringri@chicagotribune.com,12/5/1947,China,2.07,11
992,Gaultiero,Jerrom,gjerromrj@fc2.com,4/5/1994,Russia,2.74,3
993,Danila,Preedy,dpreedyrk@amazon.com,8/11/1973,Finland,3.7,7
994,Carter,Pundy,cpundyrl@answers.com,1/19/1987,Kenya,3.79,9
995,Zita,Pauer,zpauerrm@timesonline.co.uk,5/13/1945,China,3.24,8
996,Lauren,Flay,lflayrn@pinterest.com,12/4/1946,Thailand,3.41,10
997,Sylas,Perrone,sperronero@twitter.com,5/26/1943,Japan,2.35,5
998,Cull,De Maria,cdemariarp@uol.com.br,6/7/1986,Ukraine,2.49,7
999,Golda,Snibson,gsnibsonrq@jiathis.com,6/28/1957,Colombia,2.83,3
1000,Juditha,Fursey,jfurseyrr@xinhuanet.com,2/23/1995,Argentina,2.35,11
